Estado Civil;Horário Aula Dia/Noite;Escolaridade Materna;Escolaridade Paterna;Profissão Materna;Profissão Paterna;Necessidades Educacionais Especiais;Devedor de mensalidade;Mensalidade em Dia;Sexo;Bolsista;Idade na Inscrição;Disciplinas Aprovadas no Semestre;Taxa de Desemprego;Taxa de inflação;Resultado
1;1;19;19;5;1;0;0;1;0;0;18;0;13.9;-0.3;Evasão
1;1;19;1;9;7;0;0;1;0;1;19;7;11.1;0.6;Formado
1;1;37;37;9;8;0;0;1;0;1;19;7;15.5;2.8;Formado
1;1;38;37;9;9;0;0;1;0;1;19;5;10.8;1.4;Formado
1;0;1;37;9;7;0;0;1;0;1;21;6;12.4;0.5;Formado
1;1;1;1;3;5;0;0;1;0;0;18;6;15.5;2.8;Formado
2;1;38;37;9;3;0;0;1;0;0;33;10;9.4;-0.8;Formado
1;0;19;37;5;3;0;0;1;0;0;32;11;12.7;3.7;Formado
1;1;19;19;1;4;0;0;1;0;1;17;8;9.4;-0.8;Formado
2;1;19;19;9;7;0;0;1;0;0;31;0;12.7;3.7;Evasão
2;0;19;19;9;7;0;0;1;0;1;32;6;15.5;2.8;Formado
1;1;40;40;3;7;0;0;1;0;0;18;6;11.1;0.6;Evasão
1;1;37;19;3;7;0;1;1;0;0;31;5;8.9;1.4;Inscrito
1;1;1;1;9;10;0;0;1;1;0;20;6;8.9;1.4;Inscrito
1;0;3;19;1;1;0;0;0;1;0;40;0;10.8;1.4;Evasão
2;0;37;19;9;9;0;0;1;1;0;32;5;7.6;2.6;Formado
1;1;19;19;1;1;0;0;0;1;0;40;1;12.7;3.7;Evasão
1;1;1;1;4;9;0;0;1;1;1;18;0;16.2;0.3;Formado
1;0;37;37;9;9;0;1;0;1;0;28;4;12.7;3.7;Evasão
1;1;1;1;3;1;0;1;1;1;0;19;5;9.4;-0.8;Formado
1;1;1;37;5;9;0;0;1;1;1;19;6;15.5;2.8;Formado
1;1;38;37;7;7;1;0;1;1;0;21;0;10.8;1.4;Evasão
1;1;19;1;0;4;0;0;1;1;0;22;2;7.6;2.6;Evasão
1;1;3;1;3;3;0;0;0;1;0;18;5;12.4;0.5;Evasão
1;1;12;3;5;2;0;0;1;1;0;27;0;9.4;-0.8;Evasão
1;1;1;3;2;2;0;0;1;1;0;19;5;8.9;1.4;Inscrito
2;0;37;37;9;9;0;0;1;1;0;30;9;9.4;-0.8;Formado
1;1;1;3;4;1;0;0;1;1;0;28;0;16.2;0.3;Evasão
5;1;37;37;9;9;0;1;1;1;1;34;1;9.4;-0.8;Inscrito
1;1;1;1;4;4;0;0;1;1;0;21;5;10.8;1.4;Inscrito
1;1;1;19;9;9;0;0;1;1;1;20;5;16.2;0.3;Formado
1;1;12;19;9;9;0;0;0;1;0;31;5;7.6;2.6;Evasão
1;1;1;1;9;9;0;1;0;1;0;21;2;7.6;2.6;Evasão
1;1;34;34;0;0;0;0;0;1;0;27;1;7.6;2.6;Evasão
1;1;38;38;9;9;0;0;1;1;0;19;4;7.6;2.6;Formado
1;1;3;1;2;7;0;0;1;1;0;21;0;10.8;1.4;Inscrito
1;1;19;19;4;4;0;0;0;1;0;21;2;16.2;0.3;Evasão
1;1;34;34;99;99;0;0;0;1;0;35;7;7.6;2.6;Evasão
1;1;37;36;90;7;0;0;1;1;0;28;3;7.6;2.6;Evasão
1;1;1;1;4;3;0;0;1;1;0;24;4;10.8;1.4;Inscrito
1;1;34;1;5;10;0;0;0;1;0;19;0;9.4;-0.8;Evasão
1;1;1;1;4;8;0;1;0;1;0;20;5;13.9;-0.3;Inscrito
1;1;3;19;4;4;0;0;1;1;1;20;6;16.2;0.3;Formado
1;1;37;37;9;6;0;0;1;1;0;19;1;9.4;-0.8;Inscrito
1;1;40;1;5;6;0;1;0;1;0;37;5;8.9;1.4;Evasão
1;1;37;38;9;8;0;0;1;1;0;19;2;7.6;2.6;Evasão
1;1;37;37;9;8;0;0;1;1;0;36;0;13.9;-0.3;Evasão
1;1;37;37;9;9;0;0;1;1;0;29;0;9.4;-0.8;Evasão
1;1;38;37;9;4;0;0;1;1;0;30;6;13.9;-0.3;Formado
1;1;2;1;3;10;0;1;1;1;0;32;2;11.1;0.6;Evasão
1;0;3;1;2;9;0;0;1;1;0;26;6;10.8;1.4;Inscrito
2;1;37;37;4;7;0;0;1;1;0;37;1;16.2;0.3;Evasão
1;1;1;12;4;3;0;0;1;1;0;27;3;13.9;-0.3;Evasão
1;1;38;1;5;7;0;0;1;1;1;18;6;13.9;-0.3;Formado
1;1;38;37;9;9;0;0;1;1;1;18;8;9.4;-0.8;Formado
2;1;38;19;4;1;0;0;0;1;0;32;2;15.5;2.8;Evasão
1;1;3;19;3;4;0;0;1;1;0;20;1;12.4;0.5;Inscrito
1;1;3;3;1;2;0;0;1;1;0;22;0;16.2;0.3;Evasão
4;1;1;19;3;3;0;0;1;0;0;32;0;12.4;0.5;Evasão
1;1;1;37;9;9;0;0;1;0;0;21;4;7.6;2.6;Inscrito
1;1;1;1;4;7;0;0;0;0;0;19;3;10.8;1.4;Evasão
1;1;19;1;9;9;0;0;1;0;1;18;6;8.9;1.4;Formado
1;1;1;1;9;7;0;0;1;0;1;18;5;8.9;1.4;Formado
1;1;3;37;2;5;0;1;0;0;0;38;0;15.5;2.8;Evasão
1;1;34;34;0;0;0;0;1;0;0;21;5;7.6;2.6;Evasão
1;1;34;37;5;5;0;0;0;0;0;21;2;9.4;-0.8;Evasão
1;0;37;37;9;3;0;0;1;1;0;26;2;7.6;2.6;Inscrito
1;1;19;38;9;3;0;0;1;0;0;19;6;7.6;2.6;Formado
1;1;19;37;9;9;0;0;1;0;1;19;7;10.8;1.4;Inscrito
1;1;1;1;9;10;0;1;1;0;0;18;4;7.6;2.6;Evasão
1;1;37;37;9;9;0;0;1;0;0;25;0;12.7;3.7;Evasão
1;1;37;1;5;4;0;0;1;0;0;19;7;7.6;2.6;Formado
1;1;1;19;9;9;0;0;1;0;1;18;6;13.9;-0.3;Formado
1;1;37;37;9;7;0;0;1;0;1;19;5;13.9;-0.3;Formado
1;1;19;38;9;7;0;0;1;0;1;22;6;12.4;0.5;Formado
1;1;38;38;6;6;0;0;1;0;0;21;6;15.5;2.8;Formado
1;1;19;37;9;9;0;0;1;0;1;21;6;8.9;1.4;Formado
1;1;38;38;3;7;0;0;1;0;1;20;7;11.1;0.6;Formado
2;1;19;37;9;9;0;0;1;0;0;19;4;10.8;1.4;Inscrito
1;1;19;19;9;3;0;0;1;0;0;18;6;7.6;2.6;Formado
1;1;19;19;9;8;0;0;1;0;0;26;3;13.9;-0.3;Evasão
1;1;34;34;0;0;0;0;1;0;0;31;13;7.6;2.6;Evasão
1;1;37;38;9;8;0;0;1;0;1;18;6;11.1;0.6;Formado
4;1;19;1;5;5;0;0;1;0;0;35;0;11.1;0.6;Evasão
1;1;37;37;9;9;0;0;1;0;0;19;2;12.7;3.7;Inscrito
1;1;19;38;7;7;0;0;1;0;1;19;5;15.5;2.8;Formado
1;1;3;1;4;3;0;0;1;0;0;18;7;11.1;0.6;Formado
1;1;38;38;4;9;0;0;1;0;0;20;6;12.4;0.5;Formado
1;1;1;1;9;5;0;0;1;0;1;19;12;8.9;1.4;Formado
1;1;19;37;5;5;0;0;1;0;1;21;2;10.8;1.4;Inscrito
1;1;38;38;9;9;0;1;1;0;1;18;7;16.2;0.3;Formado
1;1;19;19;4;9;0;0;1;0;0;23;8;9.4;-0.8;Formado
1;1;1;1;9;9;0;0;1;0;1;21;5;16.2;0.3;Formado
1;1;37;38;9;9;0;0;1;0;1;19;5;11.1;0.6;Formado
1;1;38;19;3;7;0;0;1;0;0;19;4;10.8;1.4;Inscrito
1;1;19;37;4;9;0;0;1;0;0;20;11;8.9;1.4;Formado
1;1;3;19;2;9;0;0;1;0;0;18;0;16.2;0.3;Inscrito
1;1;37;37;9;7;0;0;1;0;1;18;8;9.4;-0.8;Formado
2;1;1;19;4;4;0;0;1;0;0;19;6;7.6;2.6;Formado
1;1;38;19;5;5;0;0;1;0;1;21;6;9.4;-0.8;Formado
1;1;38;38;9;9;1;0;1;0;1;18;6;12.7;3.7;Formado
1;1;37;19;7;7;0;0;1;0;0;20;6;15.5;2.8;Inscrito
1;1;19;38;9;5;0;0;1;0;0;18;5;12.7;3.7;Formado
1;1;19;19;9;7;0;0;1;0;1;18;7;15.5;2.8;Formado
2;0;37;37;9;9;0;0;1;0;0;32;5;9.4;-0.8;Inscrito
1;1;3;3;3;3;0;0;1;0;0;18;0;13.9;-0.3;Formado
1;1;19;37;9;9;0;0;1;0;0;19;5;10.8;1.4;Inscrito
1;1;1;19;9;3;0;0;1;0;1;18;8;9.4;-0.8;Formado
1;1;1;1;4;5;0;0;0;0;0;18;0;9.4;-0.8;Evasão
1;1;19;38;3;5;0;0;1;0;0;20;6;11.1;0.6;Formado
1;1;1;12;4;4;0;0;1;0;0;19;6;12.4;0.5;Inscrito
1;1;38;37;9;5;0;0;1;0;0;19;7;10.8;1.4;Formado
1;1;38;38;7;5;0;0;1;0;0;18;1;9.4;-0.8;Inscrito
1;1;1;19;4;7;0;0;1;0;0;18;0;15.5;2.8;Evasão
1;1;1;19;7;8;0;0;1;0;1;18;6;12.4;0.5;Formado
1;1;3;38;2;9;0;0;1;0;0;20;6;11.1;0.6;Inscrito
1;1;3;3;2;5;0;0;1;0;0;19;6;16.2;0.3;Inscrito
1;1;38;19;3;3;0;0;1;0;0;21;2;12.7;3.7;Evasão
1;1;38;37;9;9;0;0;1;0;1;19;7;11.1;0.6;Formado
1;1;19;38;4;9;0;0;1;0;1;20;6;15.5;2.8;Formado
1;1;1;1;9;4;0;0;1;0;1;21;8;9.4;-0.8;Formado
1;1;37;38;9;6;0;0;1;0;0;23;0;11.1;0.6;Evasão
1;1;1;38;5;8;0;0;0;0;1;18;6;12.7;3.7;Evasão
2;0;3;1;1;10;0;0;1;0;0;30;5;12.7;3.7;Evasão
1;1;9;19;4;1;0;0;1;0;0;20;0;9.4;-0.8;Evasão
2;1;37;37;9;9;0;0;0;0;0;29;3;10.8;1.4;Evasão
1;1;38;38;5;5;0;0;1;0;0;24;5;10.8;1.4;Inscrito
1;1;19;1;4;3;0;0;1;0;0;20;6;7.6;2.6;Formado
1;0;37;37;9;9;0;0;1;0;0;27;4;13.9;-0.3;Evasão
2;1;37;37;9;9;0;0;1;0;0;23;0;7.6;2.6;Evasão
1;1;19;19;153;153;0;0;1;0;1;23;6;11.1;0.6;Formado
1;1;1;1;4;4;0;0;1;0;0;18;7;12.7;3.7;Formado
1;1;38;38;9;7;0;0;1;0;1;19;6;12.7;3.7;Formado
1;1;19;37;4;9;0;0;1;0;0;19;7;13.9;-0.3;Evasão
1;1;1;38;8;8;0;0;1;0;1;18;6;11.1;0.6;Evasão
1;1;1;1;4;7;0;0;1;0;0;19;6;9.4;-0.8;Formado
1;1;1;38;4;7;0;0;1;0;1;18;6;13.9;-0.3;Formado
1;0;37;37;9;8;0;0;1;0;0;29;8;9.4;-0.8;Inscrito
1;1;37;37;3;7;0;0;1;0;0;24;6;13.9;-0.3;Formado
1;1;37;38;9;8;0;0;1;0;0;19;2;8.9;1.4;Evasão
1;1;1;38;4;9;0;0;1;0;0;19;6;12.7;3.7;Inscrito
1;1;38;19;4;8;0;0;1;0;0;19;3;10.8;1.4;Inscrito
1;1;37;19;9;7;0;0;1;0;0;20;6;11.1;0.6;Formado
1;1;1;19;9;9;0;0;1;0;0;18;6;10.8;1.4;Formado
1;1;1;19;3;3;0;0;0;0;0;18;6;13.9;-0.3;Evasão
1;1;19;1;9;5;0;0;1;0;1;19;7;12.4;0.5;Formado
1;1;3;3;2;1;0;0;1;0;0;19;6;13.9;-0.3;Evasão
1;1;1;19;5;8;0;0;1;0;1;18;0;13.9;-0.3;Formado
1;1;19;37;9;6;0;0;1;0;1;19;6;10.8;1.4;Formado
1;1;3;3;2;2;0;0;1;0;1;18;7;16.2;0.3;Formado
1;0;37;37;9;9;0;0;1;0;0;24;5;16.2;0.3;Inscrito
1;1;19;19;5;6;0;1;1;0;0;28;4;13.9;-0.3;Inscrito
1;1;1;1;4;4;0;0;1;0;0;20;7;12.7;3.7;Formado
1;1;37;38;9;9;0;0;1;0;1;19;7;12.7;3.7;Formado
1;1;37;37;9;9;0;0;0;0;0;22;2;9.4;-0.8;Evasão
1;1;19;1;6;5;0;0;1;0;0;19;6;12.7;3.7;Formado
1;1;37;37;9;9;0;0;1;0;0;36;13;16.2;0.3;Formado
1;1;37;38;9;7;0;0;1;0;1;19;6;15.5;2.8;Formado
1;1;4;3;1;1;0;0;1;0;0;18;5;16.2;0.3;Formado
4;0;37;37;9;9;0;0;0;0;0;40;0;7.6;2.6;Evasão
1;1;38;37;9;7;0;0;1;0;1;19;6;7.6;2.6;Formado
4;1;37;37;9;9;0;0;1;0;0;38;5;10.8;1.4;Inscrito
1;1;37;37;7;7;0;0;1;0;0;32;4;15.5;2.8;Evasão
1;1;1;37;9;9;0;0;1;0;0;19;3;9.4;-0.8;Inscrito
1;1;3;1;4;4;0;0;1;0;0;19;6;8.9;1.4;Formado
2;1;37;37;9;9;0;0;1;0;0;35;0;10.8;1.4;Evasão
1;1;38;19;3;10;0;0;1;0;0;20;4;7.6;2.6;Inscrito
1;1;19;19;3;4;0;0;1;0;0;29;7;12.7;3.7;Formado
1;0;37;37;9;9;0;0;1;0;0;29;5;15.5;2.8;Inscrito
1;1;37;37;7;7;0;0;1;0;1;19;7;9.4;-0.8;Inscrito
1;1;38;19;7;9;0;0;1;0;1;18;7;10.8;1.4;Formado
2;0;38;19;0;10;0;1;0;0;0;25;6;7.6;2.6;Formado
4;0;37;37;9;9;0;1;0;0;0;50;0;8.9;1.4;Evasão
2;1;34;34;0;0;0;0;1;0;0;24;14;7.6;2.6;Evasão
1;1;38;19;5;3;0;0;1;0;0;18;0;9.4;-0.8;Evasão
1;1;38;38;191;174;0;0;1;0;0;20;6;15.5;2.8;Formado
1;1;1;37;4;9;0;1;1;0;1;20;18;15.5;2.8;Formado
1;0;37;37;9;9;0;0;1;0;0;21;6;9.4;-0.8;Evasão
1;1;38;1;9;3;0;1;1;1;0;28;7;10.8;1.4;Inscrito
1;1;38;37;9;7;0;0;1;1;1;19;6;12.4;0.5;Formado
1;1;37;37;9;7;0;0;1;1;1;18;8;9.4;-0.8;Formado
1;1;37;37;9;9;0;0;1;1;0;22;0;12.7;3.7;Formado
1;1;37;37;9;10;0;0;1;1;0;25;0;15.5;2.8;Evasão
2;1;37;37;9;9;0;0;0;1;0;37;5;11.1;0.6;Evasão
1;1;37;37;7;7;0;0;0;1;0;38;5;11.1;0.6;Evasão
2;1;19;38;9;9;0;0;1;1;0;36;3;13.9;-0.3;Evasão
1;1;19;1;9;9;0;0;1;1;0;18;7;12.7;3.7;Formado
1;1;1;1;0;0;0;0;0;1;0;19;0;9.4;-0.8;Evasão
1;1;1;1;4;10;0;1;1;1;0;24;2;9.4;-0.8;Evasão
1;1;1;1;3;3;0;0;1;1;0;20;5;11.1;0.6;Formado
1;1;37;37;9;9;0;0;1;1;0;21;0;12.7;3.7;Evasão
2;0;37;37;9;9;0;0;1;1;0;32;0;7.6;2.6;Evasão
2;0;38;38;7;8;0;0;1;1;0;39;0;12.7;3.7;Evasão
1;1;37;37;9;9;0;0;0;1;0;33;0;12.7;3.7;Evasão
1;1;37;38;5;8;0;0;1;1;1;20;5;9.4;-0.8;Formado
1;1;38;19;9;7;0;0;1;1;0;19;6;16.2;0.3;Formado
2;0;37;37;5;8;0;0;0;1;0;43;2;13.9;-0.3;Evasão
2;0;37;37;7;8;0;0;1;1;0;49;4;16.2;0.3;Evasão
1;1;38;38;5;7;0;0;1;1;1;18;6;12.7;3.7;Formado
1;1;1;37;191;193;0;0;1;1;0;27;0;11.1;0.6;Inscrito
1;1;1;19;9;9;0;0;1;1;1;19;5;8.9;1.4;Evasão
1;1;37;37;9;10;0;1;1;1;1;45;6;16.2;0.3;Evasão
1;1;37;12;9;9;0;0;0;1;0;19;6;13.9;-0.3;Formado
1;1;1;3;9;6;0;0;1;1;1;21;6;13.9;-0.3;Formado
1;1;1;1;5;9;0;0;1;1;1;18;6;13.9;-0.3;Formado
1;1;37;37;5;7;0;0;1;1;0;18;0;9.4;-0.8;Evasão
1;1;37;37;5;1;0;0;0;1;0;29;0;9.4;-0.8;Evasão
1;1;1;1;4;9;0;0;1;1;0;19;5;9.4;-0.8;Formado
1;1;19;19;9;7;0;0;1;1;1;18;4;12.4;0.5;Inscrito
1;1;1;1;9;9;0;0;1;1;1;22;7;12.4;0.5;Formado
1;1;1;1;4;3;0;0;1;1;1;18;7;11.1;0.6;Evasão
1;1;1;19;4;7;0;0;1;1;0;20;5;13.9;-0.3;Inscrito
1;1;19;19;1;1;0;0;1;1;0;20;0;10.8;1.4;Evasão
4;1;37;37;9;7;0;1;1;1;1;29;1;11.1;0.6;Evasão
1;1;11;11;90;4;0;0;1;1;0;29;3;7.6;2.6;Evasão
1;1;1;1;4;5;0;0;1;1;0;23;1;9.4;-0.8;Inscrito
1;1;3;12;2;9;0;1;1;1;0;19;0;10.8;1.4;Evasão
1;1;38;38;9;9;0;0;1;1;0;18;0;7.6;2.6;Evasão
2;1;2;2;134;112;0;0;1;1;0;22;4;7.6;2.6;Evasão
1;0;37;37;9;9;0;1;1;1;0;34;7;10.8;1.4;Evasão
1;0;3;3;2;1;0;0;1;1;0;26;5;13.9;-0.3;Formado
1;1;37;37;7;9;0;0;1;1;0;24;13;11.1;0.6;Evasão
1;1;1;1;9;8;0;0;1;1;1;17;6;11.1;0.6;Formado
1;1;3;3;4;4;0;0;1;1;0;21;2;9.4;-0.8;Inscrito
2;0;1;4;4;2;0;0;1;1;0;34;5;12.7;3.7;Inscrito
1;1;19;38;6;7;0;0;1;1;0;19;6;12.4;0.5;Formado
2;1;1;3;4;2;0;1;0;1;0;49;5;8.9;1.4;Evasão
1;1;2;4;4;5;0;0;1;1;0;23;5;13.9;-0.3;Evasão
1;1;1;19;9;8;0;0;1;1;0;18;4;12.4;0.5;Evasão
1;1;12;1;4;10;0;0;1;1;0;20;5;13.9;-0.3;Inscrito
1;1;3;1;2;3;0;0;1;1;0;19;6;8.9;1.4;Formado
1;1;3;1;2;6;0;0;1;1;0;24;8;16.2;0.3;Inscrito
1;1;1;38;4;7;0;0;1;1;0;18;5;8.9;1.4;Formado
2;1;34;34;0;0;0;1;0;1;0;45;0;9.4;-0.8;Evasão
1;0;34;34;0;0;0;0;1;1;0;30;2;7.6;2.6;Evasão
1;0;1;4;4;10;0;0;1;1;0;28;13;8.9;1.4;Evasão
1;0;37;37;9;9;0;0;1;1;0;40;0;12.7;3.7;Evasão
1;1;38;19;4;10;0;0;0;1;0;32;0;10.8;1.4;Evasão
1;1;19;37;5;5;0;0;1;1;0;19;4;7.6;2.6;Evasão
1;1;1;19;3;9;0;0;1;1;0;20;6;16.2;0.3;Formado
1;1;1;3;4;2;0;0;1;1;0;18;1;9.4;-0.8;Evasão
1;1;38;37;9;9;0;0;0;1;0;20;6;10.8;1.4;Evasão
1;0;37;38;9;4;0;0;1;1;0;39;4;15.5;2.8;Inscrito
1;1;19;38;4;8;0;0;0;1;0;19;5;11.1;0.6;Inscrito
1;0;37;37;9;9;0;0;1;1;0;38;2;7.6;2.6;Inscrito
1;1;19;37;4;9;0;0;1;1;1;18;6;7.6;2.6;Formado
1;1;19;38;9;6;0;0;1;1;1;18;7;13.9;-0.3;Formado
2;1;34;34;0;0;0;0;1;1;0;28;0;7.6;2.6;Evasão
1;1;37;37;9;9;0;0;0;1;0;31;0;12.7;3.7;Evasão
1;1;2;19;3;9;0;0;1;1;0;23;6;7.6;2.6;Formado
1;1;38;19;194;193;0;0;1;1;0;21;6;11.1;0.6;Inscrito
1;1;37;37;9;9;0;1;0;1;0;33;0;16.2;0.3;Evasão
1;1;37;37;5;3;0;0;1;1;0;22;3;12.7;3.7;Evasão
1;1;19;37;9;9;0;1;1;1;0;20;5;12.4;0.5;Evasão
1;1;37;38;3;3;0;1;1;1;0;19;6;8.9;1.4;Inscrito
1;1;38;38;4;1;0;0;1;1;0;20;6;16.2;0.3;Formado
1;1;37;37;5;7;0;0;1;1;0;25;6;9.4;-0.8;Inscrito
1;1;1;1;9;4;0;0;0;1;0;25;0;13.9;-0.3;Evasão
1;1;4;19;2;10;0;0;1;1;0;19;6;9.4;-0.8;Inscrito
1;1;2;1;2;4;0;0;1;1;0;20;5;7.6;2.6;Formado
2;1;19;19;4;4;0;0;1;1;0;33;5;16.2;0.3;Inscrito
1;1;1;37;5;5;0;0;1;1;0;19;6;7.6;2.6;Formado
1;1;34;34;99;99;0;0;1;1;0;31;0;7.6;2.6;Evasão
1;1;3;38;2;3;0;1;0;1;0;24;2;8.9;1.4;Evasão
1;1;19;3;3;4;0;1;0;1;0;23;0;15.5;2.8;Evasão
2;0;1;3;1;2;0;0;0;1;1;26;3;9.4;-0.8;Evasão
2;1;37;37;6;6;0;0;1;1;0;38;18;16.2;0.3;Formado
1;1;19;19;7;3;0;0;1;1;1;20;5;8.9;1.4;Formado
1;1;1;19;9;9;0;0;1;1;0;20;3;12.4;0.5;Formado
1;1;3;1;2;5;0;0;1;1;0;25;0;10.8;1.4;Evasão
1;1;1;19;144;144;0;0;1;1;0;19;5;8.9;1.4;Formado
1;1;1;38;4;5;0;0;1;1;0;18;5;8.9;1.4;Formado
1;0;12;12;9;9;0;0;1;1;0;28;7;10.8;1.4;Evasão
1;1;19;19;9;9;0;0;1;1;0;18;0;9.4;-0.8;Inscrito
1;1;1;38;9;9;0;0;1;1;1;20;6;8.9;1.4;Formado
1;1;4;3;3;3;0;0;1;1;0;18;6;11.1;0.6;Formado
1;1;1;1;3;3;0;0;1;1;0;19;5;12.4;0.5;Formado
1;1;19;19;9;9;0;1;1;1;0;24;2;12.7;3.7;Evasão
1;1;1;3;5;5;0;0;1;1;0;21;0;10.8;1.4;Evasão
1;1;3;37;4;7;0;0;1;1;1;20;6;12.7;3.7;Formado
1;1;19;1;9;8;0;0;1;1;0;21;5;13.9;-0.3;Formado
2;1;19;19;193;144;0;1;1;1;0;24;7;10.8;1.4;Formado
1;0;38;37;9;9;0;0;1;1;0;27;0;10.8;1.4;Evasão
1;1;37;38;9;9;0;1;0;1;0;19;4;8.9;1.4;Inscrito
1;0;3;19;4;7;0;0;1;1;0;39;9;8.9;1.4;Formado
1;1;19;37;9;9;0;0;1;1;0;25;2;12.4;0.5;Evasão
1;1;1;2;9;2;0;0;0;1;0;18;0;9.4;-0.8;Evasão
1;1;1;2;9;2;0;0;1;1;0;19;12;10.8;1.4;Formado
1;1;38;37;9;8;0;0;1;1;1;21;5;13.9;-0.3;Formado
1;0;1;3;4;2;0;0;1;1;0;27;0;8.9;1.4;Evasão
1;1;1;1;5;3;0;0;1;1;0;19;0;7.6;2.6;Inscrito
1;1;3;1;2;7;0;0;1;1;0;18;7;10.8;1.4;Inscrito
1;1;27;37;3;3;0;0;1;1;0;27;9;9.4;-0.8;Evasão
1;1;19;38;8;3;0;1;1;1;0;18;6;12.7;3.7;Evasão
1;1;2;3;9;1;0;0;1;1;0;19;2;9.4;-0.8;Inscrito
1;1;19;38;9;10;0;0;1;1;0;19;3;13.9;-0.3;Evasão
1;1;19;1;1;1;0;0;1;1;0;22;3;15.5;2.8;Inscrito
1;1;19;38;4;5;0;0;1;0;0;18;6;10.8;1.4;Formado
1;1;37;37;9;3;0;0;1;0;1;18;6;10.8;1.4;Formado
1;1;4;19;2;1;0;0;1;0;0;23;11;9.4;-0.8;Evasão
1;1;1;4;9;5;0;1;0;1;0;20;0;9.4;-0.8;Evasão
1;1;2;1;3;3;0;0;1;1;0;18;6;16.2;0.3;Formado
1;1;19;19;9;7;0;0;1;1;0;18;6;12.4;0.5;Formado
1;1;1;19;141;193;0;0;1;1;0;18;5;8.9;1.4;Inscrito
1;1;19;1;9;9;0;0;1;1;0;20;6;12.7;3.7;Formado
1;1;3;1;2;4;0;0;1;1;0;20;5;15.5;2.8;Formado
1;1;1;1;4;4;0;0;1;1;0;21;5;12.4;0.5;Evasão
1;1;19;19;9;4;0;0;1;1;0;22;0;13.9;-0.3;Inscrito
1;1;19;1;5;4;0;0;1;1;0;20;5;11.1;0.6;Evasão
1;1;1;37;9;9;0;1;1;1;0;19;0;15.5;2.8;Inscrito
1;1;38;19;9;5;0;0;1;1;0;19;2;12.4;0.5;Inscrito
1;1;1;1;4;4;0;0;1;1;0;20;6;8.9;1.4;Formado
1;1;19;37;5;7;0;0;1;1;0;19;4;12.4;0.5;Evasão
1;1;1;12;3;3;0;0;1;1;0;19;3;11.1;0.6;Evasão
1;1;2;2;2;2;0;1;1;1;0;24;7;8.9;1.4;Inscrito
1;1;19;1;5;4;0;1;1;1;0;18;3;10.8;1.4;Evasão
1;1;19;19;9;8;0;0;0;1;1;18;5;8.9;1.4;Inscrito
1;1;19;38;9;7;0;1;1;0;0;18;5;8.9;1.4;Evasão
1;1;1;1;7;7;0;0;1;0;0;18;6;8.9;1.4;Formado
1;1;19;37;9;9;0;0;1;0;1;21;6;12.4;0.5;Formado
1;1;37;37;9;9;0;0;1;0;0;18;4;11.1;0.6;Evasão
1;1;1;19;3;3;0;0;1;0;1;18;7;11.1;0.6;Formado
1;1;19;37;9;9;0;0;1;0;1;18;6;10.8;1.4;Formado
1;0;3;19;2;4;0;0;1;0;0;23;4;13.9;-0.3;Evasão
1;1;3;19;2;4;0;0;1;0;0;21;3;8.9;1.4;Formado
1;1;19;38;7;5;0;0;1;0;0;20;1;9.4;-0.8;Inscrito
1;0;34;34;0;0;0;0;1;0;0;26;7;7.6;2.6;Evasão
1;1;1;19;4;4;0;0;1;0;1;18;6;7.6;2.6;Inscrito
1;1;3;37;9;9;0;0;1;0;0;18;0;16.2;0.3;Evasão
1;1;19;19;9;8;0;0;0;0;1;19;6;8.9;1.4;Formado
1;1;19;1;9;3;0;0;1;0;1;20;6;13.9;-0.3;Formado
1;1;38;19;7;7;0;1;0;0;0;19;6;16.2;0.3;Evasão
1;1;37;19;191;102;0;1;1;0;0;21;3;12.4;0.5;Inscrito
1;1;37;37;4;6;0;0;1;0;0;33;9;10.8;1.4;Formado
1;1;3;38;4;6;0;0;1;0;0;18;4;7.6;2.6;Formado
1;1;37;1;9;4;0;0;1;0;0;21;18;7.6;2.6;Formado
1;1;3;19;2;3;0;0;1;0;0;19;6;8.9;1.4;Formado
4;1;38;19;9;9;0;1;0;0;0;33;7;8.9;1.4;Inscrito
2;1;38;38;5;5;0;0;1;0;0;18;7;15.5;2.8;Formado
1;1;1;19;4;4;0;0;1;0;1;18;6;11.1;0.6;Formado
1;1;19;38;4;4;0;0;1;0;1;20;6;11.1;0.6;Formado
1;1;37;37;6;6;0;0;0;0;0;20;0;11.1;0.6;Evasão
1;0;19;1;1;1;0;0;1;0;1;20;6;10.8;1.4;Formado
1;1;1;37;4;9;0;0;1;0;1;19;4;10.8;1.4;Formado
1;1;38;37;8;8;0;0;1;0;1;19;6;13.9;-0.3;Formado
1;1;41;1;2;3;0;0;1;0;0;21;6;11.1;0.6;Formado
1;1;3;3;4;2;0;0;1;0;0;26;3;12.4;0.5;Inscrito
1;1;37;37;8;6;0;0;1;0;0;21;0;16.2;0.3;Evasão
1;1;19;38;5;5;0;0;1;0;0;18;7;12.7;3.7;Formado
5;1;37;37;9;8;0;0;1;0;0;27;6;12.4;0.5;Evasão
1;1;1;38;3;9;0;0;1;0;1;20;12;15.5;2.8;Formado
1;1;19;3;7;10;0;0;1;0;0;21;5;16.2;0.3;Inscrito
1;1;38;37;9;9;0;0;1;0;1;18;7;15.5;2.8;Formado
1;1;1;19;9;9;0;0;1;0;0;20;6;16.2;0.3;Inscrito
